Query,SV,EmbeddingsSVRank,BelowThresholdSVRank,Exception,EmptyResult,DemoteSV,BelowThresholdDemoteSV,FineTuningPairs
"the total economic output of the agriculture, hunting, forestry, and fishing industries",Amount_EconomicActivity_GrossValueAdded_ISICAgricultureHuntingForestryFishing_RealValue,2,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICAgricultureHuntingForestryFishing_RealValue
the total economic output of the agriculture, hunting, forestry, and fishing industries,Amount of Economic Activity (Real Value): Gross Value Added, Agriculture, Hunting, Forestry, Fishing,1.0545
the total economic output of the agriculture, hunting, forestry, and fishing industries,Gross Value Added in Agriculture Hunting and Forestry Fishing Industry,1.0545
the total economic output of the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in agriculture, hunting, forestry, and fishing,1.0545
the total economic output of the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in the agricultural, hunting, forestry, and fishing industries,1.0545
the total economic output of the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in the agricultural, hunting, forestry, and fishing sectors,1.0545"
"the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries",Amount_EconomicActivity_GrossValueAdded_ISICAgricultureHuntingForestryFishing_RealValue,1,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSAgricultureForestryFishingHunting_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICAgricultureHuntingForestryFishing_RealValue
the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries,Amount of Economic Activity (Real Value): Gross Value Added, Agriculture, Hunting, Forestry, Fishing,1.0318
the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries,Gross Value Added in Agriculture Hunting and Forestry Fishing Industry,1.0318
the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in agriculture, hunting, forestry, and fishing,1.0318
the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in the agricultural, hunting, forestry, and fishing industries,1.0318
the monetary value of the goods and services produced by the agriculture, hunting, forestry, and fishing industries,the real value of economic activity in the agricultural, hunting, forestry, and fishing sectors,1.0318"
the value of goods and services produced by the construction industry,Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue,1,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue
the value of goods and services produced by the construction industry,Gross Value Added in Construction Industry,1.0150000000000001
the value of goods and services produced by the construction industry,the real value of economic activity in the building sector,1.0150000000000001"
the total value of construction output,Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue,3,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_Nominal,"# Amount_EconomicActivity_GrossDomesticProduction_Nominal -> Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue
the total value of construction output,Amount of Economic Activity (Real Value): Gross Value Added, Construction,0.8749
the total value of construction output,Gross Value Added in Construction Industry,0.8749
the total value of construction output,gross value added (gva) in construction,0.8749
the total value of construction output,the amount of economic activity in real terms: gross value added, construction,0.8749"
the value added by the construction industry,Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue,1,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSConstruction_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICConstruction_RealValue
the value added by the construction industry,Gross Value Added in Construction Industry,1.046
the value added by the construction industry,the real value of economic activity in the building sector,1.046"
the value of goods and services produced by the manufacturing industry,Amount_EconomicActivity_GrossValueAdded_ISICManufacturing_RealValue,5,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSProfessionalScientificTechnicalServices_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSProfessionalScientificTechnicalServices_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICManufacturing_RealValue
the value of goods and services produced by the manufacturing industry,Gross Value Added in Manufacturing Industry,0.9258
the value of goods and services produced by the manufacturing industry,the amount of economic activity (real value) in manufacturing,0.9258
the value of goods and services produced by the manufacturing industry,the real value of economic activity in manufacturing,0.9258
the value of goods and services produced by the manufacturing industry,the real value of manufacturing activity,0.9258"
the total output of the manufacturing industry,Amount_EconomicActivity_GrossValueAdded_ISICManufacturing_RealValue,0,-1,,,,,
the economic contribution of the manufacturing industry,Amount_EconomicActivity_GrossValueAdded_ISICManufacturing_RealValue,0,-1,,,,,
"the value of goods and services produced by the mining, manufacturing, and utilities industries",Amount_EconomicActivity_GrossValueAdded_ISICMiningManufacturingUtilities_RealValue,5,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSMiningQuarryingOilGasExtraction_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICMiningManufacturingUtilities_RealValue
the value of goods and services produced by the mining, manufacturing, and utilities industries,Amount of Economic Activity (Real Value): Gross Value Added, Mining, Manufacturing, Utilities,0.9454
the value of goods and services produced by the mining, manufacturing, and utilities industries,Gross Value Added in Mining, Manufacturing and Utilities Industry,0.9454
the value of goods and services produced by the mining, manufacturing, and utilities industries,the real value of economic activity is expressed in terms of gross value added, mining, manufacturing, and utilities,0.9454
the value of goods and services produced by the mining, manufacturing, and utilities industries,the real value of economic activity is made up of gross value added, mining, manufacturing, and utilities,0.9454
the value of goods and services produced by the mining, manufacturing, and utilities industries,the real value of economic activity is measured by gross value added, mining, manufacturing, and utilities,0.9454"
"the total economic output of the mining, manufacturing, and utilities industries",Amount_EconomicActivity_GrossValueAdded_ISICMiningManufacturingUtilities_RealValue,0,-1,,,,,
"the contribution of the mining, manufacturing, and utilities industries to the economy",Amount_EconomicActivity_GrossValueAdded_ISICMiningManufacturingUtilities_RealValue,0,-1,,,,,
the value of goods and services produced by the other activities industry,Amount_EconomicActivity_GrossValueAdded_ISICOtherActivities_RealValue,0,-1,,,,,
the economic output of the other activities industry,Amount_EconomicActivity_GrossValueAdded_ISICOtherActivities_RealValue,0,-1,,,,,
the contribution of the other activities industry to the economy,Amount_EconomicActivity_GrossValueAdded_ISICOtherActivities_RealValue,0,-1,,,,,
"the value of goods and services produced by the transport, storage, and communications industries",Amount_EconomicActivity_GrossValueAdded_ISICTransportStorageCommunications_RealValue,10,-1,,,,Amount_EconomicActivity_GrossDomesticProduction_NAICSProfessionalScientificTechnicalServices_RealValue,"# Amount_EconomicActivity_GrossDomesticProduction_NAICSProfessionalScientificTechnicalServices_RealValue -> Amount_EconomicActivity_GrossValueAdded_ISICTransportStorageCommunications_RealValue
the value of goods and services produced by the transport, storage, and communications industries,Gross Value Added in Transport, Storage and Communications Industry,0.9236
the value of goods and services produced by the transport, storage, and communications industries,the real value of economic activity in the transport, storage, and communications sector,0.9236"
